	sourcepage	rebuttalpage
3906	http://www.thelibertybeacon.com/2013/06/21/new-published-study-verifies-andrew-wakefields-research-on-autism-again-mmr-vaccine-causes-autism/	http://www.forbes.com/sites/emilywillingham/2013/08/09/court-rulings-dont-confirm-autism-vaccine-link/
3907	http://www.thelibertybeacon.com/2013/06/21/new-published-study-verifies-andrew-wakefields-research-on-autism-again-mmr-vaccine-causes-autism/	http://www.zenbuffy.com/2013/05/communicating-science-the-sticky-mmr-nontroversy/
3908	http://www.undergroundhealth.com/the-lead-vaccine-developer-comes-clean-so-she-can-sleep-at-night/	http://www.badscience.net/2009/10/jabs-as-bad-as-the-cancer/
3909	http://southweb.org/lifewise/the-lead-vaccine-developer-comes-clean-so-she-can-sleep-at-night-gardasil-and-cervarix-dont-work-are-dangerous-and-werent-tested/	http://www.badscience.net/2009/10/jabs-as-bad-as-the-cancer/
3910	http://healthwyze.org/index.php/component/content/article/208-the-lead-vaccine-developer-comes-clean-so-she-can-qsleep-at-nightq-gardasil-and-cervarix-dont-work-are-dangerous-and-werent-tested.html	http://www.badscience.net/2009/10/jabs-as-bad-as-the-cancer/
3911	http://www.realfarmacy.com/the-lead-vaccine-developer-comes-clean/	http://www.badscience.net/2009/10/jabs-as-bad-as-the-cancer/
3912	http://www.undergroundhealth.com/the-lead-vaccine-developer-comes-clean-so-she-can-sleep-at-night/	http://www.theguardian.com/media/greenslade/2009/oct/11/sundayexpress-pcc
3913	http://southweb.org/lifewise/the-lead-vaccine-developer-comes-clean-so-she-can-sleep-at-night-gardasil-and-cervarix-dont-work-are-dangerous-and-werent-tested/	http://www.theguardian.com/media/greenslade/2009/oct/11/sundayexpress-pcc
3914	http://healthwyze.org/index.php/component/content/article/208-the-lead-vaccine-developer-comes-clean-so-she-can-qsleep-at-nightq-gardasil-and-cervarix-dont-work-are-dangerous-and-werent-tested.html	http://www.theguardian.com/media/greenslade/2009/oct/11/sundayexpress-pcc
3915	http://www.realfarmacy.com/the-lead-vaccine-developer-comes-clean/	http://www.theguardian.com/media/greenslade/2009/oct/11/sundayexpress-pcc
3916	http://abcnews.go.com/Technology/tidy-messy-environment-impact-decisions-behavior-study/story?id=19909678	http://rolfzwaan.blogspot.com/2013/08/50-questions-about-messy-rooms-and.html
3926	http://www.enveurope.com/content/24/1/24/abstract	http://weedcontrolfreaks.com/2012/10/do-genetically-engineered-crops-really-increase-herbicide-use/
3927	http://www.enveurope.com/content/24/1/24	http://weedcontrolfreaks.com/2012/10/do-genetically-engineered-crops-really-increase-herbicide-use/
3929	http://www.naturalnews.com/041684_GM_crops_failure_pesticide_use.html	http://weedcontrolfreaks.com/2012/10/do-genetically-engineered-crops-really-increase-herbicide-use/
3930	http://www.naturalnews.com/041684_GM_crops_failure_pesticide_use.html	http://gmopundit.blogspot.com/2012/10/benbrook-2012-pesticide-usage-report.html
3931	http://uk.reuters.com/article/2012/10/02/us-usa-study-pesticides-idUKBRE89100X20121002	http://weedcontrolfreaks.com/2012/10/do-genetically-engineered-crops-really-increase-herbicide-use/
3932	http://www.huffingtonpost.com/2012/10/02/genetically-modified-crops-pesticides_n_1931020.html	http://weedcontrolfreaks.com/2012/10/do-genetically-engineered-crops-really-increase-herbicide-use/
3933	http://www.gmwatch.org/latest-listing/51-2012/14253	http://weedcontrolfreaks.com/2012/10/do-genetically-engineered-crops-really-increase-herbicide-use/
3934	http://www.badseed.info/GMO-genetically-modified-crop-news/38869_superweeds-linked-to-rising-herbicide-use-in-gm-crops.html	http://weedcontrolfreaks.com/2012/10/do-genetically-engineered-crops-really-increase-herbicide-use/
3935	http://uk.reuters.com/article/2012/10/02/us-usa-study-pesticides-idUKBRE89100X20121002	http://gmopundit.blogspot.com/2012/10/benbrook-2012-pesticide-usage-report.html
3936	http://www.huffingtonpost.com/2012/10/02/genetically-modified-crops-pesticides_n_1931020.html	http://gmopundit.blogspot.com/2012/10/benbrook-2012-pesticide-usage-report.html
3937	http://www.gmwatch.org/latest-listing/51-2012/14253	http://gmopundit.blogspot.com/2012/10/benbrook-2012-pesticide-usage-report.html
3938	http://www.badseed.info/GMO-genetically-modified-crop-news/38869_superweeds-linked-to-rising-herbicide-use-in-gm-crops.html	http://gmopundit.blogspot.com/2012/10/benbrook-2012-pesticide-usage-report.html
3939	http://www.theguardian.com/environment/2012/oct/03/gmo-herbicides	http://gmopundit.blogspot.com/2012/10/benbrook-2012-pesticide-usage-report.html
3942	http://bfro.net/news/korff_scam.asp	http://skeptoid.com/episodes/4375
3943	http://www.icr.org/rate/	http://www.talkorigins.org/faqs/rate-critique.html
3945	http://www.jimal-khalili.com/blog/do-we-have-free-will-a-physicists-perspective.html	http://whyevolutionistrue.wordpress.com/2013/01/18/a-physicist-gets-muddled-about-free-will/
3946	http://blogs.telegraph.co.uk/news/seanthomas/100231060/are-atheists-mentally-ill/	http://furtherthoughtsfortheday.blogspot.com/2013/08/are-atheists-mentally-ill.html
3947	http://skepdic.com/mlm.html	http://www.thetruthaboutamway.com/a-skeptical-debunking-robert-carrolls-a-skeptics-dictionary/
3949	http://www.abc.net.au/pm/content/2013/s3780391.htm	http://gmopundit.blogspot.com/2013/06/pigs-in-real-world-feed-them-different.html
3950	http://www.abc.net.au/pm/content/2013/s3780391.htm	http://www.foodstandards.gov.au/consumer/gmfood/Pages/Response-to-Dr-Carman%27s-study.aspx
3951	http://www.abc.net.au/pm/content/2013/s3780391.htm	http://jaysonlusk.com/blog/2013/6/13/study-shows-gmo-feed-improves-liver-health-in-pigs
3952	http://www.reuters.com/article/2013/08/21/us-japan-fukushima-severity-idUSBRE97K02B20130821	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3953	http://www.huffingtonpost.com/2013/08/21/fukushima-nuclear-crisis_n_3788796.html	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3954	http://worldnews.nbcnews.com/_news/2013/08/21/20115396-japan-to-issue-most-serious-fukushima-nuclear-warning-in-two-years?lite	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3955	http://local.msn.com/worldweather.aspx	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3956	http://www.herald.ie/news/japans-nuclear-crisis-escalates-29517500.html	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3957	http://www.chinadaily.com.cn/cndy/2013-08/22/content_16912454.htm	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3958	http://www.todayonline.com/world/asia/severity-japan-nuclear-crisis-escalates	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3959	http://inagist.com/all/370104754602799104/	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3960	http://www.gulf-times.com/japan/248/details/363355/japan%e2%80%99s-nuclear-crisis-deepens,-china-%e2%80%98shocked%e2%80%99	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3961	http://www.irishtimes.com/news/world/asia-pacific/japan-s-nuclear-crisis-deepens-as-storage-tanks-leak-contaminated-water-1.1500987	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3962	http://www.preventionweb.net/english/professional/news/v.php?id=34439	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3963	http://www.todayszaman.com//news-324147-japan-nuke-crisis-deepens-as-china-expresses-shock.html	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3964	http://www.stasiareport.com/the-big-story/asia-report/japan/story/fukushima-crisis-worst-level-two-years-20130822	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3965	http://news.sudanvisiondaily.com/details.html?rsnpid=226036	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3966	http://www.onenewspage.com/n/World/74vzeo76u/Fukushima-Nuclear-Crisis-Escalates-To-Worst-Level-In.htm	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3967	http://www.allvoices.com/contributed-news/15250965-fukushima-nuclear-crisis-escalates-to-worst-level-in-2-years	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3968	http://theextinctionprotocol.wordpress.com/2013/08/21/japans-nuclear-plant-crisis-deepens-china-expresses-shock/	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3969	http://www.chinapost.com.tw/asia/japan/2013/08/22/387026/Beijing-expresses.htm	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3970	http://www.smartplanet.com/blog/bulletin/japan-nuclear-crisis-at-its-worst-since-2011/27210	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3971	http://www.roonte.com/www/fukushima-nuclear-crisis-escalates-to-worst-level-in-2-years	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3972	http://www.theborneopost.com/2013/08/22/fukushima-nuclear-crisis-deepens-china-expresses-shock/	http://www.theregister.co.uk/2013/08/21/omg_new_crisis_disaster_at_fukushima_oh_wait_its_nothing_again/
3974	http://aircrap.org/max-bliss-contacted-chemtrail-whistle-blower-beginning/338008/	http://metabunk.org/threads/max-and-the-whistleblower.2144/
3975	http://mrmaxbliss.wordpress.com/2013/08/03/corpus-delicti-with-mr-max-bliss-and-the-chemtrail-files/	http://metabunk.org/threads/max-and-the-whistleblower.2144/
3976	http://realnewsaustralia.com/2013/08/04/corpus-delicti-geo-engineering-whistleblower-speaks-out/	http://metabunk.org/threads/max-and-the-whistleblower.2144/
3977	http://www.theaustralian.com.au/national-affairs/election-2013/tony-abbott-pledges-judicial-inquiry-into-home-insulation-bungle/story-fn9qr68y-1226694027347	http://www.independentaustralia.net/2013/politics/we-really-must-talk-about-the-pink-batts/
3978	http://www.theaustralian.com.au/news/investigations/kevin-rudds-role-in-insulation-batts-debacle-revisited/story-fn6tcxar-1226693140523	http://www.independentaustralia.net/2013/politics/we-really-must-talk-about-the-pink-batts/
3979	http://www.international.to/index.php?option=com_content&view=article&id=9247:kevin-rudds-home-insulation-programme-was-a-disaster&catid=66:oped&Itemid=151	http://www.independentaustralia.net/2013/politics/we-really-must-talk-about-the-pink-batts/
3980	http://www.abc.net.au/news/2013-08-09/abbott-inquiry-into-home-insulation-scheme/4875708	http://www.independentaustralia.net/2013/politics/we-really-must-talk-about-the-pink-batts/
3981	http://www.thesundaytimes.co.uk/sto/news/uk_news/Society/article1302165.ece	http://www.telegraph.co.uk/women/womens-life/10259274/Rooting-out-real-cases-of-trafficked-women-requires-thorough-investigation.html
3982	http://www.theguardian.com/commentisfree/2013/aug/20/nail-bars-slavery-trafficking-vietnam	http://www.telegraph.co.uk/women/womens-life/10259274/Rooting-out-real-cases-of-trafficked-women-requires-thorough-investigation.html
3983	http://www.seasalttherapy.com/Home.html	http://skeptoid.com/episodes/4376
3986	http://www.telegraph.co.uk/news/politics/10224104/30-charity-chiefs-paid-more-than-100000.html	http://furtherthoughtsfortheday.blogspot.com/2013/08/defending-100k-charity-salaries.html
3987	http://www.bbc.co.uk/news/uk-23584191	http://furtherthoughtsfortheday.blogspot.com/2013/08/defending-100k-charity-salaries.html
3988	http://www.avoiceformen.com/women/the-value-of-male-sexuality/	http://furtherthoughtsfortheday.blogspot.com/2012/08/some-interesting-stuff-about-sex.html
3989	http://www.siriusdisclosure.com/evidence/atacama-humanoid/	http://paolov.wordpress.com/2013/05/04/atacama-alien-mystery/
3990	http://www.thesun.co.uk/sol/homepage/news/4901320/tv-show-reveals-truth-of-6in-skeleton-found-in-atacama-desert.html	http://paolov.wordpress.com/2013/05/04/atacama-alien-mystery/
3991	http://www.dailymail.co.uk/sciencetech/article-2313828/Is-really-human-DNA-tests-inch-skeleton-alien-looking-creature-sized-head-prove-actually-human-claim-scientists-new-documentary.html	http://paolov.wordpress.com/2013/05/04/atacama-alien-mystery/
3992	http://youngandcatholic.net/2013/08/fr-dowling-and-everyday-miracles/	http://www.snopes.com/glurge/priest.asp
3993	http://www.nytimes.com/2013/08/22/opinion/welcome-to-the-age-of-denial.html	http://whyevolutionistrue.wordpress.com/
3995	http://www.greenpeace.org.uk/	http://furtherthoughtsfortheday.blogspot.com/2012/07/dont-support-greenpeace-if-you-care.html
3996	http://blogs.scientificamerican.com/cross-check/2012/04/09/will-this-post-make-sam-harris-change-his-mind-about-free-will/	http://furtherthoughtsfortheday.blogspot.com/2012/04/i-couldnt-help-but-write-this.html
3997	http://www.freethinker.nl/forum/viewtopic.php?f=31&t=10033	http://furtherthoughtsfortheday.blogspot.com/2012/01/100-questions-for-christian-believer.html
3998	http://blogs.telegraph.co.uk/news/brendanoneill2/100080792/this-mop-topped-stargazer-revels-in-the-insignificance-of-mankind/	http://furtherthoughtsfortheday.blogspot.com/2011/03/brendan-oneill-misses-point.html
3999	http://www.siriusdisclosure.com/evidence/atacama-humanoid/	http://theness.com/neurologicablog/index.php/atacama-specimen/
4000	http://www.siriusdisclosure.com/evidence/atacama-humanoid/	http://www.ghosttheory.com/2013/04/12/atacama-humanoid
4002	http://www.theguardian.com/commentisfree/andrewbrown/2010/oct/20/human-rights-exist	http://furtherthoughtsfortheday.blogspot.com/2010/10/andrew-brown-missing-point-again.html
4003	http://www.theguardian.com/commentisfree/belief/2010/sep/20/thousands-protest-against-pope	http://furtherthoughtsfortheday.blogspot.com/2010/09/missing-point.html
4005	http://www.nytimes.com/2013/08/22/opinion/welcome-to-the-age-of-denial.html	http://whyevolutionistrue.wordpress.com/2013/08/23/a-heartening-pro-science-article-not-really/
4008	http://no-www.org/	http://www.yes-www.org/
4009	http://no-www.org/	http://www.www.extra-www.org/
4010	http://vimeo.com/69209285	http://www.sciencebasedmedicine.org/stanislaw-burzynski-bad-medicine-a-bad-movie/
4011	http://galadarling.com/article/10-reasons-to-put-down-your-morning-latte-and-a-delicious-alternative	http://chriskresser.com/the-ph-myth-part-1
4012	http://galadarling.com/article/10-reasons-to-put-down-your-morning-latte-and-a-delicious-alternative	http://www.skepdic.com/alkalinediet.html
4013	http://victoriarollison.com/2013/07/27/an-easy-life/	http://www.smh.com.au/federal-politics/federal-election-2013/tenacious-milne-walks-the-thin-green-line-20130823-2sh2z.html
4015	http://www.informed.hu/eletmod/wellness/other/?article_hid=176794	http://xaknak.hrasko.com/20121117kalaciosterapia
4018	http://rense.com/general79/hd3.htm	http://justice4germans.com/2013/06/09/debunking-the-myth-of-water-fluoridation-by-hitler-and-those-evil-nazis/
4019	http://truth11.com/2009/12/01/nazi-connections-to-flouride-in-americas-drinking-water/	http://justice4germans.com/2013/06/09/debunking-the-myth-of-water-fluoridation-by-hitler-and-those-evil-nazis/
4020	http://college-of-practical-homeopathy.com/homeopathy-and-the-skeptics.html	http://www.chapmancentral.co.uk/blahg/2013/08/homeopathy-and-the-skeptics/
4021	http://www.hmc21.org/#/evidence/4535689323	http://www.chapmancentral.co.uk/blahg/2013/08/what-is-evidence/
4022	http://www.hmc21.org/#/halloween-science/4535659799	http://www.chapmancentral.co.uk/blahg/2013/08/halloween-science/
4023	http://www.homeopathyworks.net/email/midJuly13Ezine.html?inf_contact_key=b729cec9ff63deb96f2b609dd4e1447051465aea969eba679e220688204dec91	http://www.chapmancentral.co.uk/blahg/2013/08/homeopaths-arm-yourselves-against-ill-informed-skeptics/
4024	http://www.homeopathy-soh.org/research/evidence-base-for-homeopathy-2/basic-science/	http://www.chapmancentral.co.uk/blahg/2013/08/75-percent-of-in-vitro-experiments/
4025	http://www.naturalnews.com/041719_Shaken_Baby_Syndrome_vaccines_side_effects.html	http://scienceblogs.com/insolence/2012/02/07/the-vilest-antivaccine-lie-that-wont-die/
4026	http://www.naturalnews.com/041719_Shaken_Baby_Syndrome_vaccines_side_effects.html	http://scienceblogs.com/insolence/2012/10/08/using-sbs-as-misdiagnosis-for-vaccine-injury-again/
4027	http://college-of-practical-homeopathy.com/holistic-medicine.html	http://www.chapmancentral.co.uk/blahg/2012/08/my-holistic-healer/
4028	http://www.icr.org/article/7096/	http://www.chapmancentral.co.uk/blahg/
4030	http://www.vaccinationinformationnetwork.com/	http://www.sciencebasedmedicine.org/reference/vaccines-and-autism/
4031	http://www.vaccinationinformationnetwork.com/	https://sites.google.com/site/skepticalmedicine/psuedoskepticism/anti-vaccine-propaganda-and-the-autism-scare
4033	http://www.onlineopinion.com.au/view.asp?article=15381	http://youngausskeptics.com/2013/08/perspectives-on-climate-change-atheism-does-not-impede-climate-action-but-religion-might/
4034	http://www.dermawand.com/c2/?	http://jordsvin.wordpress.com/2013/08/26/how-does-dermawand-work/
4036	https://www.amazon.com/Radical-Abundance-Revolution-Nanotechnology-Civilization/dp/1610391136	http://www.overcomingbias.com/2013/06/my-critique-of-drexler.html
4037	http://www.overcomingbias.com/2013/06/my-critique-of-drexler.html	http://metamodern.com/2013/07/05/robin-hanson-critiques-radical-abundance/
4038	http://metamodern.com/2013/07/05/robin-hanson-critiques-radical-abundance/	http://www.overcomingbias.com/2013/07/drexler-responds.html
4039	http://www.overcomingbias.com/2013/07/drexler-responds.html	http://metamodern.com/2013/07/11/robin-replies/
4040	http://metamodern.com/2013/07/11/robin-replies/	http://www.overcomingbias.com/2013/07/drexler-and-i-again.html
4041	http://syncoachen.se/	http://en.wikipedia.org/wiki/Bates_method
4042	http://www.cancertutor.com/Cancer/RawFood.html	http://eatandbeatcancer.wordpress.com/2013/07/04/anti-cancer-recipes-whats-wrong-with-dr-ozs-beet-juice/
4043	https://www.facebook.com/notes/ginger-taylor/76-research-papers-showing-that-vaccines-can-cause-autism/10151550806568920	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/-those-lists-of-papers-that-claim-vaccines-cause-autism-part-1.html
4044	https://www.facebook.com/notes/ginger-taylor/76-research-papers-showing-that-vaccines-can-cause-autism/10151550806568920	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/those-lists-of-papers-that-claim-vaccines-cause-autism-part-2.html
4045	https://www.facebook.com/notes/ginger-taylor/76-research-papers-showing-that-vaccines-can-cause-autism/10151550806568920	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/list_papers_part_3.html
4046	https://www.facebook.com/notes/ginger-taylor/76-research-papers-showing-that-vaccines-can-cause-autism/10151550806568920	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/papers_list_part_4.html
4047	http://adventuresinautism.blogspot.com/2007/06/no-evidence-of-any-link.html	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/-those-lists-of-papers-that-claim-vaccines-cause-autism-part-1.html
4048	http://adventuresinautism.blogspot.com/2007/06/no-evidence-of-any-link.html	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/those-lists-of-papers-that-claim-vaccines-cause-autism-part-2.html
4049	http://adventuresinautism.blogspot.com/2007/06/no-evidence-of-any-link.html	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/list_papers_part_3.html
4050	http://adventuresinautism.blogspot.com/2007/06/no-evidence-of-any-link.html	http://lizditz.typepad.com/i_speak_of_dreams/2013/08/papers_list_part_4.html
4052	http://www.theverge.com/2013/8/21/4595712/gut-feelings-the-future-of-psychiatry-may-be-inside-your-stomach	http://theness.com/neurologicablog/index.php/probiotics-for-mental-health/
4055	https://www.facebook.com/dr.korotkov	http://groups.yahoo.com/group/korotkov/
4056	http://korotkov.org/scientific-basis/	http://groups.yahoo.com/group/korotkov/
4057	http://www.korotkov.tv/	http://groups.yahoo.com/group/korotkov/
4058	http://www.ncbi.nlm.nih.gov/pubmed/20970092	http://www.sciencebasedmedicine.org/homeopathy-and-nanoparticles/
4059	http://www.ncbi.nlm.nih.gov/pubmed/20970092	http://scienceblogs.com/insolence/2010/11/18/measuring-contaminants-and-concluding-th/
4060	http://www.healingwithiridology.com/	http://www.quackwatch.com/01QuackeryRelatedTopics/iridology.html
4061	http://www.healingwithiridology.com/	http://www.skepdic.com/iridol.html
4062	http://www.healingwithiridology.com/	http://www.sciencebasedmedicine.org/iridology/
4063	http://www.iridologyassn.org/	http://www.sciencebasedmedicine.org/iridology/
4064	http://www.iridologyassn.org/	http://www.skepdic.com/iridol.html
4065	http://www.iridologyassn.org/	http://en.wikipedia.org/wiki/Iridology
4066	http://www.irisdiagnosis.org/new/index.html	http://www.sciencebasedmedicine.org/iridology/
4067	http://www.irisdiagnosis.org/new/index.html	http://www.skepdic.com/iridol.html
4068	http://www.irisdiagnosis.org/new/index.html	http://en.wikipedia.org/wiki/Iridology
4069	http://www.hskmedical.com/sdp/233709/4/cp-971514/0.html	http://www.sciencebasedmedicine.org/iridology/
4070	http://www.hskmedical.com/sdp/233709/4/cp-971514/0.html	http://www.skepdic.com/iridol.html
4071	http://www.hskmedical.com/sdp/233709/4/cp-971514/0.html	http://en.wikipedia.org/wiki/Iridology
4072	http://www.hskmedical.com/sdp/233709/4/cp-971514/0.html	http://www.quackwatch.com/01QuackeryRelatedTopics/iridology.html
4073	http://www.amazon.com/Brain-Gym-Simple-Activities-Learning/dp/0942143051	http://www.badscience.net/2008/02/banging-your-head-repeatedly-against-the-brick-wall-of-teachers-stupidity-helps-to-co-ordinate-your-left-and-right-cerebral-hemispheres/
4074	http://www.braingym.org/	http://www.badscience.net/2008/02/banging-your-head-repeatedly-against-the-brick-wall-of-teachers-stupidity-helps-to-co-ordinate-your-left-and-right-cerebral-hemispheres/
4075	http://www.braingym.com/	http://www.badscience.net/2008/02/banging-your-head-repeatedly-against-the-brick-wall-of-teachers-stupidity-helps-to-co-ordinate-your-left-and-right-cerebral-hemispheres/
4077	http://www.braingym.org.uk/	http://www.badscience.net/2008/02/banging-your-head-repeatedly-against-the-brick-wall-of-teachers-stupidity-helps-to-co-ordinate-your-left-and-right-cerebral-hemispheres/
4078	http://www.amazon.com/Brain-Gym-Simple-Activities-Learning/dp/0942143051	http://digitalkatie.typepad.com/blog/2007/01/scientist_at_a_.html
4079	http://www.braingym.org/	http://digitalkatie.typepad.com/blog/2007/01/scientist_at_a_.html
4080	http://www.braingym.com/	http://digitalkatie.typepad.com/blog/2007/01/scientist_at_a_.html
4082	http://www.braingym.org.uk/	http://digitalkatie.typepad.com/blog/2007/01/scientist_at_a_.html
4083	http://www.amazon.com/Brain-Gym-Simple-Activities-Learning/dp/0942143051	http://www.theguardian.com/commentisfree/2006/mar/18/comment.badscience
4084	http://www.braingym.org/	http://www.theguardian.com/commentisfree/2006/mar/18/comment.badscience
4085	http://www.braingym.com/	http://www.theguardian.com/commentisfree/2006/mar/18/comment.badscience
4087	http://www.braingym.org.uk/	http://www.theguardian.com/commentisfree/2006/mar/18/comment.badscience
4088	http://www.amazon.com/Brain-Gym-Simple-Activities-Learning/dp/0942143051	http://www.skepdic.com/braingym.html
4089	http://www.braingym.org/	http://www.skepdic.com/braingym.html
4090	http://www.braingym.com/	http://www.skepdic.com/braingym.html
4092	http://www.braingym.org.uk/	http://www.skepdic.com/braingym.html
4093	http://www.dermawand.com/f2/	http://jordsvin.wordpress.com/2013/08/26/how-does-dermawand-work/
4094	http://the5-2dietbook.com/	http://jordsvin.wordpress.com/2013/08/28/does-52-diet-work/
4095	http://5-2dieten.com/	http://jordsvin.wordpress.com/2013/08/28/does-52-diet-work/
4096	http://mabra.com/missa-inte-mabra-i-radio-om-52-dieten/	http://jordsvin.wordpress.com/2013/08/28/does-52-diet-work/
4097	http://thefastdiet.co.uk/	http://jordsvin.wordpress.com/2013/08/28/does-52-diet-work/
4098	http://www.theguardian.com/lifeandstyle/series/how-to-5-2-your-life	http://jordsvin.wordpress.com/2013/08/28/does-52-diet-work/
4099	http://www.homeopathy-soh.org/about-homeopathy/what-is-homeopathy/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4100	http://www.homeoforce.co.uk/index.asp	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4101	http://nationalcenterforhomeopathy.org/resources/practitioners	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4102	http://nationalcenterforhomeopathy.org/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4103	http://www.britishhomeopathic.org/getting_treatment/find_practitioner/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4104	http://www.findahomeopath.org.uk/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4105	http://www.homeopathy-soh.org/about-homeopathy/find-a-homeopath/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4106	http://www.homeopathy-soh.org/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4107	http://www.homeopathy.co.nz/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4108	http://www.drweil.com/drw/u/ART00470/Homeopathic-Medicine.html	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4109	http://www.homeoforce.co.uk/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4110	http://www.wikihow.com/Become-a-Homeopathic-Practitioner/homeopath	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4111	http://healing.about.com/od/homeopathy/a/homeopathy_fact.htm	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4112	http://www.homeopathy-soh.org/about-homeopathy/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4113	http://www.naturalnews.com/024512_homeopathic_homeopathy_medicine.html	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4114	http://www.extraordinarymedicine.org/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4115	http://www.bookonhealing.com/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4116	http://www.hahnemannlabs.com/about_homeopathy.html	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4117	http://www.homeopathyworks.com/	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4118	http://www.theguardian.com/commentisfree/2010/jul/15/homeopathy-works-scientific-evidence	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4119	http://www.naturalnews.com/033558_homeopathy_science.html	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4120	http://www.dailymail.co.uk/health/article-4040/Homeopathy-works.html	http://www.sciencebasedmedicine.org/homeopathy-and-plausibility/
4121	http://nationalcenterforhomeopathy.org/resources/practitioners	http://en.wikipedia.org/wiki/Homeopathy
4122	http://nationalcenterforhomeopathy.org/	http://en.wikipedia.org/wiki/Homeopathy
4123	http://www.britishhomeopathic.org/getting_treatment/find_practitioner/	http://en.wikipedia.org/wiki/Homeopathy
4124	http://www.findahomeopath.org.uk/	http://en.wikipedia.org/wiki/Homeopathy
4125	http://www.homeopathy-soh.org/about-homeopathy/find-a-homeopath/	http://en.wikipedia.org/wiki/Homeopathy
4126	http://www.homeopathy-soh.org/	http://en.wikipedia.org/wiki/Homeopathy
4127	http://www.drweil.com/drw/u/ART00470/Homeopathic-Medicine.html	http://en.wikipedia.org/wiki/Homeopathy
4128	http://www.homeoforce.co.uk/	http://en.wikipedia.org/wiki/Homeopathy
4129	http://www.wikihow.com/Become-a-Homeopathic-Practitioner/homeopath	http://en.wikipedia.org/wiki/Homeopathy
